Player_Name,Player_Name_Std,Player_ID,Team,Pos,Age,GP,TOI,GAR,WAR,SPAR,G,A1,A2,Points
Casey Mittelstadt,CASEY.MITTELSTADT,8479999,BUF/COL,C,24,80,17.73,15.0,2.5,4.8,18,19,20,57
Urho Vaakanainen,URHO.VAAKANAINEN,8480001,ANA,D,24,68,17.473529411764705,7.4,1.2,2.4,1,6,7,14
Nico Hischier,NICO.HISCHIER,8480002,N.J,C,24,71,19.48169014084507,8.8,1.4,2.8,27,24,16,67
Jesper Boqvist,JESPER.BOQVIST,8480003,BOS,C,24,47,11.148936170212766,5.1,0.8,1.6,6,5,3,14
Jonas Rondbjerg,JONAS.RONDBJERG,8480007,VGK,R,24,20,11.275,-1.7,-0.3,-0.5,1,2,0,3
Adam Ruzicka,ADAM.RUZICKA,8480008,ARI/CGY,C,24,42,10.026190476190477,-2.9,-0.5,-0.9,3,4,2,9
Eeli Tolvanen,EELI.TOLVANEN,8480009,SEA,R,24,81,15.641975308641975,-0.2,0.0,-0.1,16,14,11,41
Klim Kostin,KLIM.KOSTIN,8480011,DET/S.J,C,24,52,10.909615384615384,0.9,0.2,0.3,8,4,2,14
Elias Pettersson,ELIAS.PETTERSSON,8480012,VAN,C,24,82,19.65,27.3,4.5,8.7,34,31,24,89
Gabriel Vilardi,GABRIEL.VILARDI,8480014,WPG,C,24,47,17.00851063829787,7.3,1.2,2.3,22,12,2,36
Owen Tippett,OWEN.TIPPETT,8480015,PHI,R,24,78,16.593589743589742,8.8,1.4,2.8,28,17,8,53
Nick Suzuki,NICK.SUZUKI,8480018,MTL,C,24,82,21.264634146341464,13.4,2.2,4.3,33,25,19,77
Jack Studnicka,JACK.STUDNICKA,8480021,S.J/VAN,C,24,22,11.450000000000001,-3.8,-0.6,-1.2,1,0,0,1
Robert Thomas,ROBERT.THOMAS,8480023,STL,C,24,82,20.965853658536584,10.5,1.7,3.3,26,35,25,86
Mackenzie Entwistle,MACKENZIE.ENTWISTLE,8480025,CHI,R,24,67,11.386567164179104,-6.4,-1.0,-2.0,5,2,4,11
Jason Robertson,JASON.ROBERTSON,8480027,DAL,L,24,82,18.32439024390244,22.2,3.6,7.1,29,23,28,80
Morgan Frost,MORGAN.FROST,8480028,PHI,C,24,71,15.821126760563379,6.7,1.1,2.1,13,21,7,41
Shane Bowers,SHANE.BOWERS,8480032,N.J,C,24,8,9.4625,0.3,0.1,0.1,0,0,0,0
Henri Jokiharju,HENRI.JOKIHARJU,8480035,BUF,D,24,74,18.97972972972973,4.7,0.8,1.5,3,9,8,20
Miro Heiskanen,MIRO.HEISKANEN,8480036,DAL,D,24,71,24.540845070422538,19.3,3.2,6.1,9,22,23,54
Martin Necas,MARTIN.NECAS,8480039,CAR,C,24,77,17.355844155844157,-0.4,-0.1,-0.1,24,17,12,53
Timothy Liljegren,TIMOTHY.LILJEGREN,8480043,TOR,D,24,55,19.665454545454544,4.4,0.7,1.4,3,8,12,23
Dylan Samberg,DYLAN.SAMBERG,8480049,WPG,D,24,78,15.625641025641025,0.3,0.0,0.1,1,10,7,18
Pierre-Olivier Joseph,PIERRE-OLIVIER.JOSEPH,8480058,PIT,D,24,52,15.084615384615384,-0.8,-0.1,-0.2,2,5,4,11
Josh Norris,JOSH.NORRIS,8480064,OTT,C,24,50,17.637999999999998,-0.4,-0.1,-0.1,16,3,11,30
Ryan Poehling,RYAN.POEHLING,8480068,PHI,C,24,77,15.002597402597404,1.0,0.2,0.3,11,13,4,28
Cale Makar,CALE.MAKAR,8480069,COL,D,24,77,24.77012987012987,14.7,2.4,4.7,21,28,41,90
Ian Mitchell,IAN.MITCHELL,8480070,BOS,D,24,13,15.307692307692308,1.4,0.2,0.4,0,0,2,2
Erik Brannstrom,ERIK.BRANNSTROM,8480073,OTT,D,24,76,16.59078947368421,-2.0,-0.3,-0.6,3,7,10,20
Alex Texier,ALEX.TEXIER,8480074,CBJ,C,24,78,15.18076923076923,-7.9,-1.3,-2.5,12,11,7,30
Filip Chytil,FILIP.CHYTIL,8480078,NYR,C,24,10,15.930000000000001,2.0,0.3,0.6,0,4,2,6
Nick Desimone,NICK.DESIMONE,8480084,CGY/N.J,D,28,34,13.48235294117647,-0.6,-0.1,-0.2,2,1,4,7
Alex Iafallo,ALEX.IAFALLO,8480113,WPG,L,29,82,15.313414634146342,6.5,1.1,2.1,11,10,6,27
David Kampf,DAVID.KAMPF,8480144,TOR,C,28,78,13.487179487179487,-3.0,-0.5,-1.0,8,4,7,19
Neal Pionk,NEAL.PIONK,8480145,WPG,D,28,82,20.829268292682926,-0.9,-0.2,-0.3,5,6,22,33
Calle Rosen,CALLE.ROSEN,8480157,STL,D,29,6,12.666666666666666,-2.2,-0.4,-0.7,0,0,1,1
Jan Rutta,JAN.RUTTA,8480172,S.J,D,33,69,19.720289855072465,-4.4,-0.7,-1.4,5,6,8,19
Gustav Lindstrom,GUSTAV.LINDSTROM,8480184,ANA/MTL,D,24,46,15.4,4.1,0.7,1.3,3,5,2,10
Eetu Luostarinen,EETU.LUOSTARINEN,8480185,FLA,C,25,82,15.936585365853658,4.4,0.7,1.4,12,10,5,27
Fabian Zetterlund,FABIAN.ZETTERLUND,8480188,S.J,L,24,82,18.85609756097561,6.5,1.1,2.1,24,17,3,44
Johnathan Kovacevic,JOHNATHAN.KOVACEVIC,8480192,MTL,D,26,62,16.51774193548387,5.6,0.9,1.8,6,4,3,13
Jacob Bryson,JACOB.BRYSON,8480196,BUF,D,25,36,14.677777777777777,1.5,0.2,0.5,1,4,3,8
Emil Bemstrom,EMIL.BEMSTROM,8480205,CBJ/PIT,R/C,24,56,11.139285714285714,3.3,0.5,1.0,8,6,2,16
Drake Batherson,DRAKE.BATHERSON,8480208,OTT,R,25,82,18.173170731707316,7.1,1.2,2.3,28,29,9,66
Jacob Peterson,JACOB.PETERSON,8480216,S.J,C,24,6,13.25,-1.7,-0.3,-0.5,0,0,0,0
Noah Cates,NOAH.CATES,8480220,PHI,L,24,59,13.794915254237289,8.5,1.4,2.7,6,6,6,18
Sebastian Aho (D),SEBASTIAN.AHO2,8480222,NYI,D,27,58,16.391379310344828,-7.8,-1.3,-2.5,2,1,6,9
Olle Lycksell,OLLE.LYCKSELL,8480245,PHI,R,24,18,9.944444444444445,0.7,0.1,0.2,1,3,1,5
Nick Perbix,NICK.PERBIX,8480246,T.B,D,25,77,17.06233766233766,10.7,1.7,3.4,2,9,13,24
Cole Guttman,COLE.GUTTMAN,8480252,CHI,C,24,27,12.618518518518519,-1.6,-0.3,-0.5,4,1,3,8
Alexei Toropchenko,ALEXEI.TOROPCHENKO,8480281,STL,R,24,82,12.521951219512195,-3.1,-0.5,-1.0,14,5,2,21
Morgan Barron,MORGAN.BARRON,8480289,WPG,C,24,80,10.497499999999999,-1.0,-0.2,-0.3,11,3,4,18
Carson Meyer,CARSON.MEYER,8480292,CBJ,R,26,14,9.121428571428572,-0.7,-0.1,-0.2,1,1,0,2
Sean Walker,SEAN.WALKER,8480336,COL/PHI,D,28,81,19.225925925925925,12.1,2.0,3.8,10,9,10,29
Mark Kastelic,MARK.KASTELIC,8480355,OTT,C,24,63,7.723809523809524,2.7,0.4,0.9,5,1,4,10
Sean Durzi,SEAN.DURZI,8480434,ARI,D,24,76,22.718421052631577,7.6,1.3,2.4,9,11,21,41
Trey Fix-Wolansky,TREY.FIX-WOLANSKY,8480441,CBJ,R,24,11,10.990909090909092,-0.5,-0.1,-0.2,2,1,0,3
Parker Kelly,PARKER.KELLY,8480448,OTT,L,24,80,11.70625,3.9,0.6,1.2,8,5,5,18
Pius Suter,PIUS.SUTER,8480459,VAN,C,27,67,15.495522388059703,10.6,1.7,3.4,14,9,6,29
James Hamblin,JAMES.HAMBLIN,8480468,EDM,L,24,31,7.925806451612903,2.6,0.4,0.8,2,1,0,3
Zach Whitecloud,ZACH.WHITECLOUD,8480727,VGK,D,26,61,17.58360655737705,5.4,0.9,1.7,2,5,7,14
Kiefer Sherwood,KIEFER.SHERWOOD,8480748,NSH,L,28,68,12.170588235294119,5.5,0.9,1.8,10,11,6,27
Eric Robinson,ERIC.ROBINSON,8480762,BUF/CBJ,L,28,47,11.331914893617022,-3.9,-0.6,-1.2,3,5,2,10
Sheldon Rempal,SHELDON.REMPAL,8480776,VGK,R,28,9,9.966666666666667,0.1,0.0,0.0,2,0,1,3
Oliver Wahlstrom,OLIVER.WAHLSTROM,8480789,NYI,R,23,32,11.06875,-2.8,-0.5,-0.9,2,3,1,6
Martin Fehervary,MARTIN.FEHERVARY,8480796,WSH,D,23,66,19.631818181818183,4.3,0.7,1.4,3,5,8,16
Joel Farabee,JOEL.FARABEE,8480797,PHI,L,23,82,16.180487804878048,2.7,0.4,0.9,22,19,9,50
Philipp Kurashev,PHILIPP.KURASHEV,8480798,CHI,C,23,75,19.018666666666668,2.3,0.4,0.7,18,26,10,54
Quinn Hughes,QUINN.HUGHES,8480800,VAN,D,23,82,24.68536585365854,24.9,4.1,7.9,17,35,40,92
Brady Tkachuk,BRADY.TKACHUK,8480801,OTT,L,23,81,19.141975308641975,14.2,2.3,4.5,37,28,9,74
Ryan McLeod,RYAN.MCLEOD,8480802,EDM,C,23,81,14.241975308641974,10.2,1.7,3.2,12,15,3,30
Evan Bouchard,EVAN.BOUCHARD,8480803,EDM,D,23,81,22.99753086419753,22.5,3.7,7.2,18,25,39,82
Isac Lundestrom,ISAC.LUNDESTROM,8480806,ANA,C,23,46,14.341304347826087,3.3,0.5,1.1,5,5,1,11
Mattias Samuelsson,MATTIAS.SAMUELSSON,8480807,BUF,D,23,41,20.5,3.1,0.5,1.0,1,2,4,7
Joe Veleno,JOE.VELENO,8480813,DET,C,23,80,13.95625,3.3,0.5,1.0,12,8,8,28
K'Andre Miller,K'ANDRE.MILLER,8480817,NYR,D,23,80,21.5625,5.9,1.0,1.9,8,5,17,30
Filip Zadina,FILIP.ZADINA,8480821,S.J,R,23,72,13.340277777777779,-5.9,-1.0,-1.9,13,5,5,23
Alex Alexeyev,ALEX.ALEXEYEV,8480823,WSH,D,23,39,13.694871794871796,3.1,0.5,1.0,1,1,1,3
Jesperi Kotkaniemi,JESPERI.KOTKANIEMI,8480829,CAR,C,23,79,12.989873417721519,-1.8,-0.3,-0.6,12,11,4,27
Andrei Svechnikov,ANDREI.SVECHNIKOV,8480830,CAR,R,23,59,16.966101694915253,2.5,0.4,0.8,19,18,15,52
Ty Emberson,TY.EMBERSON,8480834,S.J,D,23,30,18.55,5.5,0.9,1.7,1,3,6,10
Jack Drury,JACK.DRURY,8480835,CAR,C,23,74,12.29054054054054,10.8,1.8,3.4,8,10,9,27
Jonathan Gruden,JONATHAN.GRUDEN,8480836,PIT,C,23,13,8.676923076923076,-0.6,-0.1,-0.2,1,0,0,1
Rasmus Dahlin,RASMUS.DAHLIN,8480839,BUF,D,23,81,25.42222222222222,5.0,0.8,1.6,20,24,15,59
Grigori Denisenko,GRIGORI.DENISENKO,8480844,VGK,L,23,6,10.85,-1.1,-0.2,-0.4,0,0,0,0
Rasmus Kupari,RASMUS.KUPARI,8480845,WPG,C,23,28,9.139285714285714,-0.8,-0.1,-0.3,0,1,0,1
Ty Dellandrea,TY.DELLANDREA,8480848,DAL,C,23,42,12.671428571428573,0.8,0.1,0.3,2,4,3,9
Barrett Hayton,BARRETT.HAYTON,8480849,ARI,C,23,33,17.015151515151516,2.9,0.5,0.9,3,3,4,10
Akil Thomas,AKIL.THOMAS,8480851,L.A,C,23,7,8.7,2.2,0.4,0.7,3,0,1,4
Liam Foudy,LIAM.FOUDY,8480853,CBJ/NSH,C,23,13,9.976923076923075,1.2,0.2,0.4,0,2,1,3
Jack McBain,JACK.MCBAIN,8480855,ARI,C,23,67,12.623880597014924,9.4,1.5,3.0,8,13,5,26
Kevin Bahl,KEVIN.BAHL,8480860,N.J,D,23,82,17.396341463414632,8.5,1.4,2.7,1,5,5,11
Noah Dobson,NOAH.DOBSON,8480865,NYI,D,23,79,24.517721518987344,14.3,2.3,4.5,10,35,25,70
Benoit-Olivier Groulx,BENOIT-OLIVIER.GROULX,8480870,ANA,C,23,45,12.188888888888888,-7.5,-1.2,-2.4,0,1,1,2
Adam Boqvist,ADAM.BOQVIST,8480871,CBJ,D,23,35,18.282857142857143,-3.8,-0.6,-1.2,1,5,4,10
Rasmus Sandin,RASMUS.SANDIN,8480873,WSH,D,23,68,21.11764705882353,-1.7,-0.3,-0.6,3,12,8,23
Adam Ginning,ADAM.GINNING,8480874,PHI,D,23,9,14.155555555555557,-0.9,-0.1,-0.3,1,0,0,1
Nils Lundkvist,NILS.LUNDKVIST,8480878,DAL,D,23,59,14.10677966101695,2.3,0.4,0.7,2,11,6,19
Jacob Bernard-Docker,JACOB.BERNARD-DOCKER,8480879,OTT,D,23,72,15.693055555555556,-0.3,-0.1,-0.1,4,7,3,14
Jakub Lauko,JAKUB.LAUKO,8480880,BOS,C,23,60,9.82,-0.4,-0.1,-0.1,2,6,2,10
Calen Addison,CALEN.ADDISON,8480884,MIN/S.J,D,23,72,17.26388888888889,-7.2,-1.2,-2.3,1,8,8,17
Jordan Harris,JORDAN.HARRIS,8480887,MTL,D,23,56,17.47142857142857,1.8,0.3,0.6,3,6,5,14
Michael Kesselring,MICHAEL.KESSELRING,8480891,ARI,D,23,65,15.792307692307693,5.6,0.9,1.8,5,7,9,21
Kirill Marchenko,KIRILL.MARCHENKO,8480893,CBJ,R,23,78,16.414102564102564,10.9,1.8,3.5,23,12,7,42
Ilya Lyubushkin,ILYA.LYUBUSHKIN,8480950,ANA/TOR,D,29,74,17.124324324324323,-6.9,-1.1,-2.2,0,4,4,8
Connor Dewar,CONNOR.DEWAR,8480980,MIN/TOR,C,24,74,11.65,4.8,0.8,1.5,11,5,3,19
Declan Chisholm,DECLAN.CHISHOLM,8480990,MIN/WPG,D,23,31,16.529032258064515,-0.1,0.0,0.0,3,4,2,9
Pontus Holmberg,PONTUS.HOLMBERG,8480995,TOR,R,24,54,11.56851851851852,7.8,1.3,2.5,7,6,4,17
Tyler Tucker,TYLER.TUCKER,8481006,STL,D,23,26,12.45,2.2,0.4,0.7,1,1,0,2
Jonatan Berggren,JONATAN.BERGGREN,8481013,DET,R,23,12,10.858333333333334,2.6,0.4,0.8,2,1,3,6
Alex Romanov,ALEX.ROMANOV,8481014,NYI,D,23,81,20.84074074074074,1.0,0.2,0.3,7,7,8,22
David Gustafsson,DAVID.GUSTAFSSON,8481019,WPG,C,23,39,9.25897435897436,0.1,0.0,0.0,3,2,2,7
Martin Pospisil,MARTIN.POSPISIL,8481028,CGY,C,23,63,12.719047619047618,-0.1,0.0,0.0,8,8,8,24
Jack St. Ivany,JACK.ST..IVANY,8481030,PIT,D,24,14,13.700000000000001,0.5,0.1,0.2,0,1,0,1
Paul Cotter,PAUL.COTTER,8481032,VGK,C,23,76,12.726315789473684,1.5,0.2,0.5,7,12,7,26
Cole Koepke,COLE.KOEPKE,8481043,T.B,L,25,9,6.699999999999999,1.4,0.2,0.4,0,1,1,2
Spencer Stastney,SPENCER.STASTNEY,8481056,NSH,D,23,20,15.985,1.9,0.3,0.6,2,1,1,4
Jesse Ylonen,JESSE.YLONEN,8481058,MTL,R,23,59,10.23728813559322,-3.0,-0.5,-1.0,4,2,2,8
Scott Perunovich,SCOTT.PERUNOVICH,8481059,STL,D,25,54,15.272222222222224,6.0,1.0,1.9,0,10,7,17
Angus Crookshank,ANGUS.CROOKSHANK,8481065,OTT,L,23,13,10.115384615384615,1.6,0.3,0.5,2,0,1,3
Yegor Sharangovich,YEGOR.SHARANGOVICH,8481068,CGY,C,25,82,17.31341463414634,3.1,0.5,1.0,31,18,10,59
Rafael Harvey-Pinard,RAFAEL.HARVEY-PINARD,8481093,MTL,L,24,45,12.637777777777778,1.8,0.3,0.6,2,7,1,10
Simon Benoit,SIMON.BENOIT,8481122,TOR,D,24,64,17.228125,3.3,0.5,1.1,1,1,3,5
Reese Johnson,REESE.JOHNSON,8481147,CHI,C,25,42,10.933333333333334,-0.2,0.0,-0.1,2,0,3,5
Jake Christiansen,JAKE.CHRISTIANSEN,8481161,CBJ,D,24,12,13.216666666666667,-1.2,-0.2,-0.4,0,1,1,2
Brayden Pachal,BRAYDEN.PACHAL,8481167,CGY/VGK,D,24,50,14.675999999999998,-2.4,-0.4,-0.8,2,3,2,7
Egor Zamula,EGOR.ZAMULA,8481178,PHI,D,23,66,16.046969696969697,2.1,0.4,0.7,5,7,9,21
Logan O'Connor,LOGAN.O'CONNOR,8481186,COL,R,27,57,14.950877192982457,5.7,0.9,1.8,13,7,5,25
John Ludvig,JOHN.LUDVIG,8481206,PIT,D,23,33,11.806060606060607,1.0,0.2,0.3,3,1,1,5
Kyle MacLean,KYLE.MACLEAN,8481237,NYI,C,24,32,10.103125,2.4,0.4,0.8,4,3,2,9
Samuel Fagemo,SAMUEL.FAGEMO,8481239,L.A/NSH,L,23,8,9.1875,-0.3,0.0,-0.1,1,0,0,1
Jacob Lucchini,JACOB.LUCCHINI,8481422,MIN,C,28,40,9.5975,-2.0,-0.3,-0.6,2,1,2,5
Mason Morelli,MASON.MORELLI,8481462,VGK,L,27,9,10.755555555555555,0.8,0.1,0.3,3,0,1,4
Nico Sturm,NICO.STURM,8481477,S.J,C,28,63,14.658730158730158,0.4,0.1,0.1,5,7,1,13
Blake Lizotte,BLAKE.LIZOTTE,8481481,L.A,C,25,62,11.820967741935483,3.4,0.6,1.1,7,6,2,15
Brett Leason,BRETT.LEASON,8481517,ANA,R,24,68,13.008823529411766,-0.2,0.0,-0.1,11,6,5,22
Ronnie Attard,RONNIE.ATTARD,8481521,PHI,D,24,12,15.383333333333333,-1.1,-0.2,-0.3,0,1,1,2
Peyton Krebs,PEYTON.KREBS,8481522,BUF,C,22,80,12.50625,-0.6,-0.1,-0.2,4,5,8,17
Bowen Byram,BOWEN.BYRAM,8481524,BUF/COL,D,22,73,20.34246575342466,-5.1,-0.8,-1.6,11,6,12,29
Kaedan Korczak,KAEDAN.KORCZAK,8481527,VGK,D,22,26,16.503846153846155,3.5,0.6,1.1,1,3,5,9
Dylan Cozens,DYLAN.COZENS,8481528,BUF,C,22,79,17.225316455696202,0.6,0.1,0.2,18,22,7,47
Alex Turcotte,ALEX.TURCOTTE,8481532,L.A,C,22,20,9.28,3.5,0.6,1.1,1,0,3,4
Trevor Zegras,TREVOR.ZEGRAS,8481533,ANA,C,22,31,17.09032258064516,-0.3,-0.1,-0.1,6,4,5,15
Raphael Lavoie,RAPHAEL.LAVOIE,8481534,EDM,C,22,7,7.285714285714286,-1.8,-0.3,-0.6,0,0,0,0
Nils Hoglander,NILS.HOGLANDER,8481535,VAN,L,22,80,12.10625,12.7,2.1,4.0,24,8,4,36
Nikita Okhotiuk,NIKITA.OKHOTIUK,8481537,CGY/S.J,D,22,52,15.913461538461538,-5.1,-0.8,-1.6,1,4,4,9
Cole Caufield,COLE.CAUFIELD,8481540,MTL,R,22,82,19.420731707317074,10.6,1.7,3.4,28,23,14,65
Samuel Bolduc,SAMUEL.BOLDUC,8481541,NYI,D,22,34,13.144117647058822,0.2,0.0,0.1,2,0,3,5
Moritz Seider,MORITZ.SEIDER,8481542,DET,D,22,82,22.358536585365854,-0.4,-0.1,-0.1,9,17,16,42
Nikita Alexandrov,NIKITA.ALEXANDROV,8481543,STL,C,22,23,8.52608695652174,0.4,0.1,0.1,0,0,2,2
Cam York,CAM.YORK,8481546,PHI,D,22,82,22.63170731707317,-0.7,-0.1,-0.2,10,5,15,30
Adam Beckman,ADAM.BECKMAN,8481550,MIN,L,22,11,9.409090909090908,-1.8,-0.3,-0.6,0,1,1,2
Bobby Brink,BOBBY.BRINK,8481553,PHI,R,22,57,13.78421052631579,0.8,0.1,0.3,11,9,3,23
Kaapo Kakko,KAAPO.KAKKO,8481554,NYR,R,22,61,13.278688524590164,-2.8,-0.5,-0.9,13,4,2,19
John Beecher,JOHN.BEECHER,8481556,BOS,C,22,52,10.623076923076923,-0.2,0.0,-0.1,7,3,0,10
Matt Boldy,MATT.BOLDY,8481557,MIN,L,22,75,18.910666666666668,18.0,3.0,5.7,29,26,14,69
Jack Hughes,JACK.HUGHES,8481559,N.J,C,22,62,20.9741935483871,13.6,2.2,4.3,27,29,18,74
Arthur Kaliyev,ARTHUR.KALIYEV,8481560,L.A,R,22,51,11.801960784313724,2.3,0.4,0.7,7,7,1,15
Ryan Johnson (D),RYAN.JOHNSON2,8481564,BUF,D,22,41,13.865853658536585,1.0,0.2,0.3,0,4,3,7
Henry Thrun,HENRY.THRUN,8481567,S.J,D,22,51,20.0,-1.6,-0.3,-0.5,3,4,4,11
Alex Vlasic,ALEX.VLASIC,8481568,CHI,D,22,76,21.478947368421053,15.7,2.6,5.0,2,5,9,16
Philip Tomasino,PHILIP.TOMASINO,8481577,NSH,C,22,41,12.573170731707316,-0.1,0.0,0.0,7,7,6,20
Connor McMichael,CONNOR.MCMICHAEL,8481580,WSH,C,22,80,15.986250000000002,-6.0,-1.0,-1.9,18,10,5,33
Thomas Harley,THOMAS.HARLEY,8481581,DAL,D,22,79,21.01645569620253,19.4,3.2,6.2,15,14,18,47
Nicholas Robertson,NICHOLAS.ROBERTSON,8481582,TOR,L,22,56,11.376785714285715,4.4,0.7,1.4,14,7,6,27
Jakob Pelletier,JAKOB.PELLETIER,8481592,CGY,L,22,13,9.26923076923077,0.5,0.1,0.2,1,0,2,3
Jayden Struble,JAYDEN.STRUBLE,8481593,MTL,D,22,56,16.1125,-5.1,-0.8,-1.6,3,3,4,10
Shane Pinto,SHANE.PINTO,8481596,OTT,C,22,41,18.109756097560975,4.8,0.8,1.5,9,10,8,27
Philip Broberg,PHILIP.BROBERG,8481598,EDM,D,22,12,11.616666666666667,0.8,0.1,0.3,0,2,0,2
Tobias Bjornfot,TOBIAS.BJORNFOT,8481600,FLA/L.A/VGK,D,22,4,13.8,-0.8,-0.1,-0.3,0,0,0,0
Simon Holmstrom,SIMON.HOLMSTROM,8481601,NYI,R,22,75,13.317333333333332,-1.7,-0.3,-0.5,15,10,0,25
Pavel Dorofeyev,PAVEL.DOROFEYEV,8481604,VGK,L,22,47,13.27659574468085,7.2,1.2,2.3,13,7,4,24
Jackson Lacombe,JACKSON.LACOMBE,8481605,ANA,D,22,71,19.377464788732393,-1.7,-0.3,-0.5,2,10,5,17
Jordan Spence,JORDAN.SPENCE,8481606,L.A,D,22,71,14.426760563380281,8.9,1.5,2.8,2,13,9,24
Vladislav Kolyachonok,VLADISLAV.KOLYACHONOK,8481609,ARI,D,22,5,12.48,3.4,0.5,1.1,1,1,2,4
Vasily Podkolzin,VASILY.PODKOLZIN,8481617,VAN,R,22,19,10.799999999999999,-2.1,-0.3,-0.7,0,1,1,2
Alex Newhook,ALEX.NEWHOOK,8481618,MTL,C,22,55,16.927272727272726,2.7,0.4,0.9,15,7,12,34
Ilya Mikheyev,ILYA.MIKHEYEV,8481624,VAN,R,28,78,14.264102564102563,4.4,0.7,1.4,11,10,10,31
Joel Kiviranta,JOEL.KIVIRANTA,8481641,COL,L,27,56,9.839285714285714,1.6,0.3,0.5,3,3,3,9
Aliaksei Protas,ALIAKSEI.PROTAS,8481656,WSH,C,22,78,13.746153846153847,10.7,1.8,3.4,6,13,10,29
Maxence Guenette,MAXENCE.GUENETTE,8481679,OTT,D,22,7,13.785714285714286,-2.3,-0.4,-0.7,0,0,0,0
Santeri Hatakka,SANTERI.HATAKKA,8481701,N.J,D,22,12,14.65,3.0,0.5,0.9,0,0,2,2
Valtteri Puustinen,VALTTERI.PUUSTINEN,8481703,PIT,R,24,52,11.748076923076923,4.9,0.8,1.6,5,10,5,20
Juuso Parssinen,JUUSO.PARSSINEN,8481704,NSH,C,22,44,14.6,-5.1,-0.8,-1.6,8,0,4,12
Zac Jones,ZAC.JONES,8481708,NYR,D,22,31,14.629032258064516,1.2,0.2,0.4,2,4,3,9
Matias MacCelli,MATIAS.MACCELLI,8481711,ARI,L,22,82,16.234146341463415,10.6,1.7,3.4,17,26,14,57
Dmitri Voronkov,DMITRI.VORONKOV,8481716,CBJ,L,23,75,13.457333333333333,4.2,0.7,1.4,18,10,6,34
Maxwell Crozier,MAXWELL.CROZIER,8481719,T.B,D,23,13,13.107692307692307,2.5,0.4,0.8,0,2,0,2
Adam Edstrom,ADAM.EDSTROM,8481726,NYR,C,22,11,8.409090909090908,0.1,0.0,0.0,2,0,0,2
Marc Del Gaizo,MARC.DEL GAIZO,8481743,NSH,D,23,9,16.466666666666665,1.6,0.3,0.5,0,0,3,3
Lukas Rousek,LUKAS.ROUSEK,8481751,BUF,R,24,15,10.626666666666667,0.5,0.1,0.1,0,1,1,2
Tye Kartye,TYE.KARTYE,8481789,SEA,L,22,77,11.836363636363636,2.2,0.4,0.7,11,4,5,20
Louis Crevier,LOUIS.CREVIER,8481806,CHI,D,22,24,15.683333333333332,-5.1,-0.8,-1.6,0,1,2,3
Nikolai Knyzhov,NIKOLAI.KNYZHOV,8481812,S.J,D,25,10,17.64,-0.4,-0.1,-0.1,0,0,1,1
Drew O'Connor,DREW.O'CONNOR,8482055,PIT,L,25,79,15.745569620253166,2.7,0.4,0.9,16,11,6,33
Brandon Biro,BRANDON.BIRO,8482061,BUF,L,25,5,10.84,-0.1,0.0,0.0,2,0,0,2
Cole Smith,COLE.SMITH,8482062,NSH,L,27,80,13.690000000000001,0.9,0.1,0.3,9,7,7,23
Mitchell Chaffee,MITCHELL.CHAFFEE,8482070,T.B,R,25,30,11.243333333333334,-0.3,0.0,-0.1,4,1,2,7
Braden Schneider,BRADEN.SCHNEIDER,8482073,NYR,D,21,82,15.902439024390244,6.9,1.1,2.2,5,5,9,19
Connor Zary,CONNOR.ZARY,8482074,CGY,C,21,63,15.273015873015874,10.0,1.6,3.2,14,11,9,34
Dylan Holloway,DYLAN.HOLLOWAY,8482077,EDM,L,21,38,11.371052631578948,0.3,0.0,0.1,6,0,3,9
Lucas Raymond,LUCAS.RAYMOND,8482078,DET,L,21,82,17.752439024390245,13.0,2.1,4.1,31,24,17,72
Marco Rossi,MARCO.ROSSI,8482079,MIN,C,21,82,16.73048780487805,3.9,0.6,1.3,21,10,9,40
Kaiden Guhle,KAIDEN.GUHLE,8482087,MTL,D,21,70,20.85142857142857,6.9,1.1,2.2,6,7,9,22
Jake Neighbours,JAKE.NEIGHBOURS,8482089,STL,L,21,77,15.706493506493509,6.4,1.1,2.0,27,9,2,38
Ridly Greig,RIDLY.GREIG,8482092,OTT,C,21,72,14.743055555555555,8.4,1.4,2.7,13,10,3,26
Seth Jarvis,SETH.JARVIS,8482093,CAR,C,21,81,18.750617283950618,24.1,4.0,7.7,33,20,14,67
Daemon Hunt,DAEMON.HUNT,8482094,MIN,D,21,12,11.508333333333333,-2.9,-0.5,-0.9,0,0,1,1
Tyler Kleven,TYLER.KLEVEN,8482095,OTT,D,21,9,12.644444444444444,-0.7,-0.1,-0.2,0,1,0,1
Jack Quinn,JACK.QUINN,8482097,BUF,R,21,27,15.64074074074074,1.8,0.3,0.6,9,5,5,19
Danil Gushchin,DANIL.GUSHCHIN,8482101,S.J,L,21,4,14.675,-0.8,-0.1,-0.3,1,1,0,2
Jake Sanderson,JAKE.SANDERSON,8482105,OTT,D,21,79,23.217721518987343,11.8,1.9,3.8,10,12,16,38
Alexis Lafrenière,ALEXIS.LAFRENIÈRE,8482109,NYR,L,21,82,17.26707317073171,8.5,1.4,2.7,28,20,9,57
Dawson Mercer,DAWSON.MERCER,8482110,N.J,C,21,82,17.217073170731705,-3.5,-0.6,-1.1,20,6,7,33
Justin Barron,JUSTIN.BARRON,8482111,MTL,D,21,48,18.627083333333335,-2.3,-0.4,-0.7,7,2,4,13
